urun_puan,ekran_ekran_boyutu,ekran_ekran_teknolojisi,ekran_ekran_çözünürlüğü_standardı,ekran_ekran_yenileme_hızı,batarya_batarya_kapasitesi_tipik,batarya_hızlı_şarj,batarya_hızlı_şarj_gücü_maks.,batarya_kablosuz_şarj,kamera_kamera_çözünürlüğü,kamera_optik_görüntü_sabitleyici_ois,kamera_video_kayıt_çözünürlüğü,kamera_video_fps_değeri,kamera_ön_kamera_çözünürlüğü,temel_donanim_cpu_çekirdeği,temel_donanim_cpu_üretim_teknolojisi,temel_donanim_antutu_puanı_v10,temel_donanim_bellek_ram,temel_donanim_dahili_depolama,tasarim_kalınlık,tasarim_ağırlık,tasarim_gövde_malzemesi_kapak,ağ_bağlantilari_5g,ağ_bağlantilari_4.5g_desteği,ağ_bağlantilari_4g,ağ_bağlantilari_2g,ağ_bağlantilari_3g,kablosuz_bağlantilar_bluetooth_versiyonu,kablosuz_bağlantilar_nfc,i̇şleti̇m_si̇stemi̇_i̇şletim_sistemi,özelli̇kler_suya_dayanıklılık
76.0,6.67,AMOLED,FHD+,144.0,5000.0,1,120.0,0,50.0,1.0,4320p (Ultra HD) 8K,24.0,20.0,8.0,4.0,1527500.0,12.0,512.0,8.62,206.0,Cam | Kauçuk/Plastik (Deri Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
57.0,6.7,AMOLED,FHD+,120.0,5000.0,1,67.0,0,100.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,6.0,545.4,8.0,256.0,8.7,191.0,Kauçuk/Plastik (Deri Görünümlü),0.0,1,1,1,1,5.2,1.0,Android,0.0
67.0,6.79,AMOLED,FHD+,120.0,7500.0,1,66.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,754.2,8.0,512.0,7.76,189.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.2,1.0,Android,1.0
49.0,6.72,IPS LCD,FHD+,90.0,5000.0,1,33.0,0,108.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,314.8,8.0,256.0,7.59,185.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.0,1.0,Android,1.0
83.0,6.3,OLED,FHD+,120.0,3692.0,1,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2542200.0,8.0,512.0,7.95,177.0,Cam,0.0,1,1,1,1,6.0,1.0,iOS,1.0
77.0,6.8,OLED,FHD+,120.0,5170.0,1,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1105100.0,12.0,512.0,8.3,219.0,Cam,0.0,1,1,1,1,5.2,1.0,Android,1.0
66.0,6.67,AMOLED,FHD+,120.0,5100.0,1,67.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,601.7,12.0,512.0,7.98,187.0,Cam,0.0,1,1,1,1,5.2,1.0,Android,1.0
50.0,6.1,IPS LCD,HD+,60.0,3110.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,950.7,4.0,64.0,8.3,194.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
72.0,6.7,OLED,FHD+,60.0,4383.0,1,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1417400.0,6.0,128.0,7.8,201.0,Cam,0.0,1,1,1,1,5.3,1.0,iOS,1.0
70.0,6.1,OLED,FHD+,120.0,3095.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1484600.0,6.0,128.0,7.65,204.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
79.0,6.8,OLED,FHD+,120.0,5170.0,1,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,7.0,1160300.0,16.0,512.0,8.3,233.5,Cam,0.0,1,1,1,1,5.2,1.0,Android,1.0
74.0,6.7,Dynamic AMOLED,FHD+,120.0,4000.0,1,25.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,8.0,4.0,1511600.0,12.0,256.0,6.9,187.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
62.0,6.7,AMOLED,FHD+,120.0,5000.0,1,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,615.5,8.0,256.0,8.75,190.0,Unknown,0.0,1,1,1,1,5.2,1.0,Android,1.0
65.0,6.57,AMOLED,FHD+,120.0,6000.0,1,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,677.736,12.0,256.0,7.78,180.0,Unknown,0.0,1,1,1,1,5.1,1.0,Android,1.0
63.0,6.6,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,740.8,8.0,128.0,8.2,213.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
61.0,6.4,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,5.0,623.5,8.0,128.0,8.2,202.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
70.0,6.55,AMOLED,FHD+,120.0,6000.0,1,80.0,0,200.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,848.1,12.0,512.0,7.3,184.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
79.0,6.7,OLED,FHD+,60.0,4674.0,1,30.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,3.0,1572700.0,8.0,256.0,7.8,199.0,Cam,0.0,1,1,1,1,5.3,1.0,iOS,1.0
85.0,6.59,AMOLED,FHD+,120.0,6210.0,1,100.0,0,50.0,1.0,4320p (Ultra HD) 8K,30.0,20.0,8.0,3.0,848.1,12.0,512.0,8.0,199.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
76.0,6.9,Dynamic AMOLED,FHD+,120.0,4300.0,1,25.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,10.0,3.0,1943900.0,12.0,256.0,6.5,188.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
52.0,6.7,Super AMOLED,FHD+,90.0,5000.0,1,25.0,0,50.0,0.0,1080p (Full HD),30.0,13.0,8.0,5.0,435.9,8.0,256.0,7.9,200.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.3,1.0,Android,1.0
61.0,6.6,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,612.1,8.0,128.0,8.2,209.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
88.0,6.73,AMOLED,QHD+,120.0,5000.0,1,90.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2114700.0,16.0,512.0,9.2,219.8,Cam | Kauçuk/Plastik (Deri Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
69.0,6.9,Dynamic AMOLED,QHD+,120.0,4500.0,1,25.0,1,108.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,7.0,848.1,8.0,256.0,8.1,208.0,Cam,0.0,1,1,1,1,5.0,1.0,Android,1.0
71.0,6.1,Dynamic AMOLED,FHD+,120.0,3900.0,1,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1524200.0,8.0,128.0,7.6,168.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
52.0,6.7,AMOLED,FHD+,120.0,5000.0,1,33.0,0,50.0,0.0,1440p (Quad HD) 2K,30.0,16.0,8.0,6.0,415.2,8.0,256.0,7.96,188.0,Cam,0.0,1,1,1,1,5.2,1.0,Android,0.0
71.0,6.67,AMOLED,FHD+,144.0,5000.0,1,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,4.0,934.1,12.0,256.0,8.62,197.0,Cam | Kauçuk/Plastik (Deri Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
82.0,6.5,Dynamic AMOLED,FHD+,120.0,4400.0,1,25.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,8.0,3.0,1995100.0,12.0,512.0,8.9,215.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
49.0,6.72,IPS LCD,FHD+,90.0,5828.0,1,45.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,279.1,8.0,128.0,7.99,196.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.0,1.0,Android,1.0
40.0,6.3,IPS LCD,FHD+,60.0,4000.0,1,18.0,0,48.0,0.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,11.0,250.3,4.0,64.0,8.35,190.0,Cam,0.0,1,1,1,1,4.2,0.0,Android,1.0
83.0,6.7,Dynamic AMOLED,QHD+,120.0,3900.0,1,25.0,1,200.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,3.0,2161200.0,12.0,512.0,5.8,163.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
73.0,6.1,Dynamic AMOLED,FHD+,120.0,3900.0,1,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,8.0,4.0,1591500.0,8.0,256.0,7.6,168.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
65.0,6.78,AMOLED,FHD+,144.0,5200.0,1,45.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,50.0,8.0,4.0,733.5,12.0,256.0,7.29,178.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
75.0,6.7,Dynamic AMOLED,FHD+,120.0,4900.0,1,45.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,12.0,10.0,4.0,1810600.0,8.0,512.0,7.4,190.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
65.0,6.67,AMOLED,FHD+,120.0,5000.0,1,67.0,0,64.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,7.9,181.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.3,1.0,Android,1.0
71.0,6.67,AMOLED,FHD+,120.0,5000.0,1,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,7.8,179.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
65.0,6.67,AMOLED,FHD+,120.0,5000.0,1,67.0,0,64.0,1.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,1134500.0,12.0,256.0,7.9,181.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.3,1.0,Android,1.0
71.0,6.67,AMOLED,FHD+,120.0,5000.0,1,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,1510100.0,12.0,512.0,7.8,179.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
67.0,6.4,Dynamic AMOLED,FHD+,120.0,4500.0,1,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,10.0,8.0,4.0,1257500.0,8.0,128.0,8.2,209.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
51.0,6.9,IPS LCD,HD+,120.0,6000.0,1,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,419.9,8.0,256.0,8.2,211.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
82.0,6.67,AMOLED,FHD+,144.0,5000.0,1,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,8.39,209.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
77.0,6.78,AMOLED,FHD+,120.0,5200.0,1,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1281700.0,12.0,512.0,8.2,199.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
64.0,6.4,Dynamic AMOLED,QHD+,60.0,4100.0,1,15.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,8.0,8.0,643.7,8.0,128.0,7.8,175.0,Cam,0.0,1,1,1,1,5.0,1.0,Android,1.0
96.0,6.85,AMOLED,FHD+,144.0,7200.0,1,80.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,8.6,227.0,Cam,0.0,1,1,1,1,6.0,1.0,Android,1.0
93.0,6.9,OLED,FHD+,120.0,4832.0,1,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,8.75,231.0,Cam,0.0,1,1,1,1,6.0,1.0,iOS,1.0
58.0,6.78,AMOLED,FHD+,120.0,5200.0,1,45.0,0,50.0,1.0,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432.4,8.0,256.0,7.34,177.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
79.0,6.73,AMOLED,QHD+,120.0,4820.0,1,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1559800.0,12.0,256.0,8.38,229.0,Unknown,0.0,1,1,1,1,5.3,1.0,Android,1.0
46.0,6.9,IPS LCD,HD+,120.0,6000.0,1,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,264.0,6.0,128.0,7.99,205.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
41.0,6.74,IPS LCD,HD+,90.0,5500.0,1,15.0,0,13.0,0.0,1080p (Full HD),30.0,5.0,8.0,12.0,248.1,4.0,128.0,8.19,199.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.4,0.0,Android,1.0
72.0,6.7,Dynamic AMOLED,FHD+,120.0,4700.0,1,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,10.0,4.0,1788500.0,8.0,128.0,8.0,213.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
53.0,6.67,Super AMOLED,FHD+,120.0,5000.0,1,33.0,0,50.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,646.6,8.0,128.0,9.0,197.0,Plastik,0.0,1,1,1,1,5.3,0.0,Android,1.0
61.0,6.7,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,848.1,8.0,128.0,7.6,181.0,Unknown,0.0,1,1,1,1,5.0,1.0,Android,1.0
64.0,6.77,AMOLED,FHD+,120.0,5000.0,1,50.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,770.1,12.0,256.0,8.35,201.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
79.0,6.7,OLED,FHD+,120.0,4323.0,1,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,7.85,240.0,Cam,0.0,1,1,1,1,5.3,1.0,iOS,1.0
72.0,6.7,OLED,FHD+,120.0,4352.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1438500.0,6.0,128.0,7.65,240.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
37.0,6.3,IPS LCD,FHD+,60.0,3750.0,1,18.0,0,20.0,0.0,1080p (Full HD),60.0,24.0,8.0,12.0,229.7,4.0,64.0,7.6,172.0,Cam,0.0,1,1,1,1,4.2,1.0,Android,0.0
61.0,6.6,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,48.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560.1,8.0,256.0,8.2,199.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.3,1.0,Android,1.0
63.0,6.78,AMOLED,FHD+,144.0,5000.0,1,68.0,0,108.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,6.0,774.7,8.0,256.0,7.9,185.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
63.0,6.5,Super AMOLED,FHD+,120.0,4500.0,1,25.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,7.0,802.9,6.0,128.0,8.4,190.0,Polimer (Cam Görünümlü),0.0,1,1,1,1,5.0,1.0,Android,1.0
24.0,5.5,TFT LCD,FHD,60.0,3300.0,0,33.0,0,13.0,0.0,1080p (Full HD),30.0,8.0,8.0,14.0,848.1,3.0,16.0,8.0,167.0,Metal,0.0,1,1,1,1,4.1,0.0,Android,0.0
93.0,6.9,OLED,FHD+,120.0,4832.0,1,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,1.0,8.75,231.0,Cam,0.0,1,1,1,1,6.0,1.0,iOS,1.0
77.0,6.83,AMOLED,FHD+,120.0,6500.0,1,90.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,20.0,8.0,4.0,2024800.0,12.0,256.0,8.2,215.7,Cam,0.0,1,1,1,1,6.0,1.0,Android,1.0
51.0,6.9,IPS LCD,HD+,120.0,6000.0,1,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,6.0,419.9,8.0,256.0,8.2,211.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.4,1.0,Android,1.0
82.0,6.67,AMOLED,FHD+,144.0,5000.0,1,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,32.0,8.0,4.0,2017000.0,12.0,256.0,8.39,209.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
77.0,6.78,AMOLED,FHD+,120.0,5200.0,1,100.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,1281700.0,12.0,512.0,8.2,199.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
58.0,6.5,OLED,FHD+,60.0,3969.0,1,18.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,7.0,848.1,4.0,64.0,8.1,226.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
64.0,6.4,Dynamic AMOLED,QHD+,60.0,4100.0,1,15.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,10.0,8.0,8.0,643.7,8.0,128.0,7.8,175.0,Cam,0.0,1,1,1,1,5.0,1.0,Android,1.0
96.0,6.85,AMOLED,FHD+,144.0,7200.0,1,80.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,16.0,8.0,3.0,2941800.0,16.0,1.0,8.6,227.0,Cam,0.0,1,1,1,1,6.0,1.0,Android,1.0
93.0,6.9,OLED,FHD+,120.0,4832.0,1,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2697900.0,12.0,2.0,8.75,231.0,Cam,0.0,1,1,1,1,6.0,1.0,iOS,1.0
58.0,6.78,AMOLED,FHD+,120.0,5200.0,1,45.0,0,50.0,1.0,1440p (Quad HD) 2K,30.0,32.0,8.0,6.0,432.4,8.0,256.0,7.34,177.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
79.0,6.73,AMOLED,QHD+,120.0,4820.0,1,120.0,1,50.0,1.0,4320p (Ultra HD) 8K,24.0,32.0,8.0,4.0,1559800.0,12.0,256.0,8.38,229.0,Unknown,0.0,1,1,1,1,5.3,1.0,Android,1.0
37.0,6.5,PLS,HD+,60.0,5000.0,1,15.0,0,48.0,0.0,1080p (Full HD),30.0,13.0,8.0,8.0,848.1,4.0,64.0,8.9,192.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.0,1.0,Android,0.0
46.0,6.9,IPS LCD,HD+,120.0,6000.0,1,33.0,0,50.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,264.0,6.0,128.0,7.99,205.0,Unknown,0.0,1,1,1,1,5.4,1.0,Android,1.0
41.0,6.74,IPS LCD,HD+,90.0,5500.0,1,15.0,0,13.0,0.0,1080p (Full HD),30.0,5.0,8.0,12.0,248.1,4.0,128.0,8.19,199.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.4,0.0,Android,1.0
72.0,6.7,Dynamic AMOLED,FHD+,120.0,4700.0,1,25.0,1,50.0,1.0,4320p (Ultra HD) 8K,30.0,10.0,10.0,4.0,1788500.0,8.0,128.0,8.0,213.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
53.0,6.67,Super AMOLED,FHD+,120.0,5000.0,1,33.0,0,50.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,4.0,646.6,8.0,128.0,9.0,197.0,Plastik,0.0,1,1,1,1,5.3,0.0,Android,1.0
61.0,6.7,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,6.0,848.1,8.0,128.0,7.6,181.0,Unknown,0.0,1,1,1,1,5.0,1.0,Android,1.0
64.0,6.77,AMOLED,FHD+,120.0,5000.0,1,50.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,770.1,12.0,256.0,8.35,201.0,Cam,0.0,1,1,1,1,5.4,1.0,Android,1.0
79.0,6.7,OLED,FHD+,120.0,4323.0,1,20.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,4.0,1761400.0,6.0,256.0,7.85,240.0,Cam,0.0,1,1,1,1,5.3,1.0,iOS,1.0
72.0,6.7,OLED,FHD+,120.0,4352.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1438500.0,6.0,128.0,7.65,240.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
74.0,6.8,Dynamic AMOLED,QHD+,120.0,5000.0,1,25.0,1,108.0,1.0,4320p (Ultra HD) 8K,24.0,40.0,8.0,5.0,986.7,12.0,256.0,8.9,229.0,Cam,0.0,1,1,1,1,5.2,1.0,Android,1.0
58.0,5.4,OLED,FHD+,60.0,2227.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1113100.0,4.0,64.0,7.4,135.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
37.0,6.3,IPS LCD,FHD+,60.0,3750.0,1,18.0,0,20.0,0.0,1080p (Full HD),60.0,24.0,8.0,12.0,229.7,4.0,64.0,7.6,172.0,Cam,0.0,1,1,1,1,4.2,1.0,Android,0.0
61.0,6.6,Super AMOLED,FHD+,120.0,5000.0,1,25.0,0,48.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,6.0,560.1,8.0,256.0,8.2,199.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.3,1.0,Android,1.0
50.0,6.4,Super AMOLED,FHD+,60.0,6000.0,1,15.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,10.0,313.4,6.0,128.0,8.9,191.0,Polikarbonat,0.0,1,1,1,1,5.0,1.0,Android,0.0
53.0,6.47,AMOLED,FHD+,60.0,5260.0,1,30.0,0,108.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,8.0,370.7,6.0,128.0,9.67,208.0,Cam,0.0,1,1,1,1,5.0,1.0,Android,0.0
63.0,6.78,AMOLED,FHD+,144.0,5000.0,1,68.0,0,108.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,6.0,774.7,8.0,256.0,7.9,185.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
36.0,6.5,PLS,HD+,60.0,5000.0,1,15.0,0,48.0,0.0,1080p (Full HD),30.0,8.0,8.0,12.0,152.8,4.0,64.0,8.9,205.0,Plastik,0.0,1,1,1,1,5.0,0.0,Android,0.0
54.0,6.7,Super AMOLED,FHD+,60.0,4500.0,1,25.0,0,12.0,1.0,2160p (Ultra HD) 4K,60.0,32.0,8.0,10.0,848.1,8.0,128.0,8.7,199.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.0,1.0,Android,0.0
67.0,6.78,AMOLED,FHD+,144.0,5000.0,1,70.0,0,50.0,1.0,2160p (Ultra HD) 4K,60.0,50.0,8.0,4.0,937.1,12.0,512.0,7.68,187.0,Unknown,0.0,1,1,1,1,5.3,1.0,Android,0.0
71.0,6.74,OLED,FHD+,120.0,4700.0,1,66.0,1,50.0,1.0,2160p (Ultra HD) 4K,60.0,13.0,8.0,4.0,1255000.0,8.0,256.0,8.5,209.0,Unknown,0.0,1,1,1,1,5.2,1.0,Android,1.0
52.0,6.67,IPS LCD,FHD+,120.0,5160.0,1,33.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,20.0,8.0,8.0,403.8,6.0,128.0,9.4,215.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.1,1.0,Android,1.0
63.0,6.7,AMOLED,FHD+,120.0,5000.0,1,67.0,0,50.0,1.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,4.0,644.7,8.0,256.0,8.75,196.0,Unknown,0.0,1,1,1,1,5.2,1.0,Android,1.0
58.0,6.4,Super AMOLED,FHD+,90.0,5000.0,1,25.0,0,48.0,1.0,2160p (Ultra HD) 4K,30.0,13.0,8.0,5.0,450.5,6.0,128.0,8.1,186.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.1,1.0,Android,1.0
43.0,6.1,IPS LCD,HD+,60.0,2942.0,1,15.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,7.0,6.0,7.0,736.8,3.0,64.0,8.3,194.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
47.0,6.67,IPS LCD,FHD+,60.0,5020.0,1,30.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,402.6,6.0,64.0,8.8,209.0,Cam,0.0,1,1,1,1,5.0,1.0,Android,1.0
49.0,6.67,IPS LCD,FHD+,60.0,5020.0,1,30.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,16.0,8.0,8.0,402.6,6.0,128.0,8.8,209.0,Cam,0.0,1,1,1,1,5.0,1.0,Android,1.0
51.0,6.7,Super AMOLED,FHD+,60.0,4500.0,1,25.0,0,64.0,0.0,2160p (Ultra HD) 4K,30.0,32.0,8.0,8.0,380.8,8.0,128.0,7.7,179.0,Plastik (Cam Görünümlü),0.0,1,1,1,1,5.0,1.0,Android,0.0
72.0,6.67,AMOLED,QHD+,120.0,5000.0,1,120.0,0,50.0,1.0,4320p (Ultra HD) 8K,24.0,16.0,8.0,4.0,1538700.0,12.0,512.0,8.21,209.0,Cam,0.0,1,1,1,1,5.3,1.0,Android,1.0
66.0,6.1,OLED,FHD+,60.0,3227.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1550800.0,4.0,256.0,7.65,174.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
83.0,6.3,OLED,FHD+,120.0,3692.0,1,40.0,1,48.0,1.0,2160p (Ultra HD) 4K,60.0,18.0,6.0,3.0,2542200.0,8.0,512.0,7.95,177.0,Cam,0.0,1,1,1,1,6.0,1.0,iOS,1.0
67.0,6.7,OLED,FHD+,60.0,3687.0,1,20.0,1,12.0,1.0,2160p (Ultra HD) 4K,60.0,12.0,6.0,5.0,1278900.0,6.0,128.0,7.4,228.0,Cam,0.0,1,1,1,1,5.0,1.0,iOS,1.0
60.0,6.78,AMOLED,FHD+,120.0,5000.0,1,70.0,0,50.0,1.0,1440p (Quad HD) 2K,30.0,50.0,8.0,6.0,506.7,12.0,512.0,7.83,190.0,Unknown,0.0,1,1,1,1,5.3,1.0,Android,1.0
